Name,English only,Spanish,French Creole,Yiddish,Italian,Portuguese,German,Greek,Russian,Polish,Serbo-Croatian,Armenian,Persian,Gujarati,Hindi,Urdu,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,Tagalog,Navajo,Hungarian,Arabic,Hebrew,state
South Carolina,4127298.0,196899.0,717.0,65.0,2751.0,3559.0,12230.0,2200.0,5043.0,1652.0,610.0,72.0,717.0,4477.0,2352.0,1152.0,9928.0,2594.0,4651.0,1506.0,1381.0,976.0,735.0,5689.0,6629.0,6.0,624.0,4076.0,738.0,45.0
South Dakota,723464.0,16722.0,8.0,17.0,258.0,180.0,6697.0,31.0,900.0,88.0,643.0,62.0,4.0,104.0,290.0,65.0,1545.0,229.0,588.0,189.0,34.0,176.0,171.0,609.0,664.0,129.0,44.0,687.0,38.0,46.0
Tennessee,5640659.0,238187.0,1575.0,53.0,2748.0,2520.0,13747.0,892.0,4215.0,1100.0,2071.0,294.0,3274.0,4584.0,5533.0,2248.0,13212.0,4148.0,8177.0,1629.0,344.0,1205.0,5484.0,10402.0,6507.0,24.0,539.0,18451.0,854.0,47.0
Texas,15718489.0,7126406.0,6640.0,262.0,12372.0,21683.0,67246.0,6208.0,21695.0,8939.0,7695.0,1520.0,27291.0,30492.0,61776.0,62818.0,147130.0,15688.0,58450.0,10824.0,684.0,10274.0,10830.0,197972.0,74784.0,1258.0,3138.0,59489.0,5817.0,48.0
Utah,2222250.0,255339.0,387.0,0.0,2779.0,7173.0,8512.0,1032.0,4019.0,984.0,3627.0,654.0,1744.0,353.0,1303.0,678.0,11994.0,4598.0,4310.0,1953.0,262.0,1312.0,1857.0,7125.0,4006.0,8156.0,359.0,2937.0,319.0,49.0
Vermont,564348.0,6313.0,53.0,76.0,752.0,406.0,2191.0,184.0,718.0,687.0,1081.0,51.0,103.0,143.0,249.0,221.0,1360.0,277.0,333.0,3.0,0.0,134.0,157.0,1088.0,542.0,0.0,39.0,421.0,84.0,50.0
Virginia,6508919.0,517946.0,6188.0,203.0,9881.0,8766.0,30159.0,6971.0,16378.0,3626.0,4910.0,1220.0,26076.0,9071.0,25364.0,27343.0,52749.0,9836.0,56189.0,5319.0,284.0,6811.0,2378.0,47949.0,45692.0,125.0,1437.0,42911.0,1635.0,51.0
Washington,5242120.0,534807.0,781.0,211.0,6088.0,5520.0,31277.0,2877.0,57063.0,4748.0,5476.0,1571.0,8332.0,2707.0,17731.0,3902.0,83804.0,24300.0,49438.0,17905.0,1598.0,5457.0,7684.0,62061.0,56408.0,208.0,1389.0,13753.0,2635.0,53.0
West Virginia,1709300.0,17931.0,185.0,2.0,1324.0,420.0,3000.0,383.0,657.0,340.0,270.0,0.0,579.0,314.0,258.0,355.0,2662.0,632.0,975.0,4.0,0.0,409.0,57.0,1029.0,1229.0,11.0,141.0,1786.0,154.0,54.0
Wisconsin,4913456.0,244599.0,214.0,226.0,4457.0,1606.0,36392.0,2185.0,5407.0,6661.0,5069.0,328.0,869.0,1194.0,5642.0,3569.0,15191.0,2077.0,4256.0,925.0,42865.0,1000.0,3478.0,4050.0,4858.0,95.0,582.0,6913.0,905.0,55.0
Wyoming,499332.0,26150.0,2.0,0.0,331.0,359.0,1539.0,146.0,401.0,102.0,26.0,0.0,173.0,40.0,0.0,96.0,926.0,212.0,339.0,0.0,19.0,159.0,1.0,206.0,716.0,149.0,73.0,200.0,9.0,56.0
Puerto Rico,176372.0,3252314.0,43.0,0.0,438.0,560.0,403.0,51.0,4.0,31.0,11.0,0.0,0.0,0.0,78.0,0.0,1336.0,106.0,54.0,0.0,0.0,0.0,0.0,92.0,67.0,0.0,0.0,374.0,94.0,72.0
,232900575.0,41351012.0,765985.0,157943.0,689586.0,687312.0,1029625.0,298631.0,889711.0,574006.0,264315.0,242013.0,397801.0,376865.0,671290.0,414618.0,2991121.0,448549.0,1126410.0,217808.0,220190.0,155002.0,151932.0,1427286.0,1646177.0,166123.0,85014.0,981444.0,211094.0,1549.0
