Name,English only,Spanish,French Creole,Yaddish,Italian,Portuguese,German,Greek,Russian,Polish,Serbo-Croatian,Armenian,Persian,Gujarati,Hindi,Urdu,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,Tagalog,Navajo,Hungarian,Arabic,Hebrew,state
Montana,896207.0,13929,57.0,35.0,619.0,135,7122.0,160.0,615.0,251,81.0,0.0,29,8.0,78.0,51,1000.0,715.0,431,6.0,92.0,185,5.0,133.0,787.0,159,57.0,415.0,176.0,30
Nebraska,1530738.0,119506,154.0,148.0,1364.0,792,5690.0,301.0,1324.0,919,556.0,5.0,640,275.0,1238.0,389,4348.0,1075.0,1160,84.0,37.0,835,734.0,7616.0,1320.0,5,30.0,3553.0,154.0,31
Nevada,1799141.0,517933,543.0,367.0,4794.0,2786,7998.0,2236.0,5168.0,2496,3824.0,2411.0,4187,1022.0,2435.0,1536,27518.0,5811.0,10507,1198.0,59.0,5168,1842.0,8718.0,69278.0,1022,1792.0,5964.0,2565.0,32
New Hampshire,1150977.0,26815,794.0,14.0,1798.0,3347,3920.0,2693.0,1774.0,1320,1504.0,210.0,205,1138.0,1618.0,717,4876.0,795.0,1420,792.0,9.0,237,555.0,2087.0,1078.0,0,187.0,2285.0,438.0,33
New Jersey,5804858.0,1277011,44092.0,6587.0,78856.0,84180,27412.0,20843.0,44795.0,66346,8967.0,5351.0,8944,75414.0,63342.0,27961,111151.0,12032.0,76224,745.0,15.0,2920,244.0,20704.0,81134.0,0,6296.0,59729.0,15800.0,34
New Mexico,1232242.0,553052,75.0,125.0,1729.0,753,7580.0,297.0,1341.0,477,409.0,47.0,1086,488.0,1038.0,183,4273.0,1941.0,1288,36.0,21.0,453,542.0,4555.0,2808.0,64040,375.0,2114.0,523.0,35
New York,12835426.0,2705243,153455.0,128760.0,191569.0,45070,65194.0,71233.0,226290.0,95175,34025.0,6595.0,26545,20782.0,58591.0,71425,523389.0,34294.0,109551,4578.0,191.0,9395,3184.0,22269.0,76524.0,219,12314.0,86213.0,66835.0,36
North Carolina,8042027.0,658939,2655.0,74.0,7394.0,6189,23535.0,5234.0,10351.0,3248,3479.0,299.0,4150,9623.0,13048.0,5293,30083.0,5717.0,15685,5239.0,8786.0,2794,4695.0,22459.0,12098.0,243,1262.0,16371.0,1583.0,37
North Dakota,610268.0,9190,40.0,0.0,246.0,158,8541.0,96.0,746.0,185,649.0,0.0,46,79.0,262.0,196,1122.0,391.0,238,53.0,11.0,130,46.0,819.0,451.0,101,94.0,797.0,38.0,38
Ohio,10124056.0,241651,1800.0,689.0,17966.0,3459,54215.0,10122.0,16917.0,9504,12868.0,482.0,3266,7727.0,16159.0,5132,41089.0,9510.0,12560,3992.0,543.0,2590,3287.0,11619.0,10897.0,59,7144.0,34277.0,2838.0,39
Oklahoma,3190076.0,224324,339.0,48.0,1009.0,962,10492.0,698.0,1880.0,712,286.0,86.0,2148,834.0,1899.0,1781,8535.0,2007.0,4498,404.0,3215.0,991,1610.0,15084.0,3381.0,169,176.0,4111.0,489.0,40
Oregon,3096638.0,319160,524.0,154.0,2816.0,2007,15185.0,850.0,21884.0,1183,1801.0,475.0,3375,621.0,4783.0,813,26410.0,9313.0,10382,2947.0,799.0,2130,2594.0,25813.0,8452.0,326,859.0,7938.0,1112.0,41
Pennsylvania,10769224.0,525218,14996.0,1867.0,44686.0,12504,51345.0,14970.0,35394.0,23470,8533.0,1979.0,4554,19292.0,21108.0,8322,72904.0,6546.0,28884,11188.0,900.0,2304,2064.0,37783.0,15222.0,124,3857.0,29546.0,6272.0,42
Rhode Island,785383.0,109457,6321.0,66.0,8003.0,32159,1633.0,1976.0,1719.0,2149,294.0,1048.0,326,479.0,879.0,461,6073.0,498.0,1114,4287.0,666.0,522,3172.0,1067.0,2151.0,9,161.0,2920.0,390.0,44
South Carolina,4081441.0,195871,510.0,93.0,2752.0,3456,12662.0,2252.0,4307.0,1700,713.0,112.0,762,4093.0,2113.0,1123,9812.0,2824.0,4239,1227.0,1097.0,909,833.0,5693.0,6269.0,6,593.0,4084.0,697.0,45
South Dakota,714184.0,16214,9.0,18.0,267.0,219,7691.0,48.0,885.0,68,676.0,65.0,17,100.0,253.0,65,1327.0,288.0,600,201.0,54.0,224,263.0,723.0,534.0,110,42.0,712.0,27.0,46
Tennessee,5601411.0,232394,1710.0,45.0,2482.0,2317,13920.0,898.0,4004.0,1294,2490.0,250.0,2935,4454.0,5122.0,1712,13150.0,3845.0,8831,1364.0,208.0,1445,5544.0,10539.0,5921.0,32,512.0,16535.0,1042.0,47
Texas,15471149.0,6983384,6027.0,231.0,11386.0,19762,69214.0,6615.0,20630.0,8276,7897.0,1439.0,26231,30317.0,59602.0,57662,140871.0,15675.0,55794,10153.0,768.0,9871,10999.0,193408.0,72248.0,1021,2902.0,55304.0,5633.0,48
Utah,2187829.0,245947,407.0,3.0,3064.0,7151,9023.0,1012.0,4118.0,937,3842.0,609.0,1310,333.0,1127.0,547,11451.0,4375.0,4614,1841.0,315.0,1137,1400.0,6355.0,4309.0,8193,314.0,2493.0,241.0,49
Vermont,563632.0,6179,19.0,71.0,712.0,342,2180.0,189.0,672.0,706,1196.0,43.0,75,165.0,123.0,100,1467.0,288.0,436,4.0,0.0,142,188.0,1233.0,486.0,4,55.0,465.0,125.0,50
Virginia,6459988.0,506648,5796.0,250.0,9830.0,8439,31147.0,7150.0,14668.0,3514,4552.0,1414.0,24470,8670.0,25121.0,25200,49986.0,10160.0,56184,5582.0,235.0,6539,2551.0,47843.0,43952.0,165,1486.0,40139.0,1353.0,51
Washington,5195196.0,521751,767.0,198.0,6624.0,5289,32474.0,3015.0,56537.0,4818,5259.0,1170.0,8599,2552.0,15528.0,3398,81650.0,25418.0,48065,17187.0,2116.0,5368,7566.0,60094.0,54878.0,335,1410.0,12482.0,2336.0,53
West Virginia,1707752.0,18308,8.0,0.0,1380.0,389,2891.0,405.0,760.0,369,218.0,0.0,356,297.0,366.0,421,2469.0,605.0,906,16.0,0.0,469,61.0,870.0,1087.0,11,179.0,1867.0,158.0,54
Wisconsin,4893195.0,243560,254.0,178.0,4940.0,1347,36443.0,2372.0,5758.0,6894,4915.0,257.0,870,1521.0,4831.0,3188,14822.0,1937.0,4467,822.0,40985.0,859,4733.0,3688.0,4866.0,113,544.0,6324.0,1077.0,55
Wyoming,494556.0,25529,3.0,0.0,256.0,507,1633.0,267.0,344.0,106,41.0,0.0,126,42.0,29.0,84,735.0,231.0,343,0.0,30.0,161,2.0,160.0,624.0,162,76.0,116.0,29.0,56
Puerto Rico,171709.0,3291956,43.0,0.0,388.0,506,389.0,55.0,71.0,43,0.0,0.0,14,0.0,111.0,12,1263.0,122.0,69,0.0,0.0,0,0.0,100.0,71.0,0,0.0,348.0,90.0,72
