State,English only,Spanish,French Creole,Yiddish,Italian,Portuguese,German,Greek,Russian,Polish,Serbo-Croatian,Armenian,Persian,Gujarati,Hindi,Urdu,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,Tagalog,Navajo,Hungarian,Arabic,Hebrew,state,Year
Rhode Island,786661.0,106657.0,6143.0,98.0,8890.0,32588.0,1606.0,1821.0,1853.0,2476.0,263.0,1220.0,324.0,490.0,842.0,456.0,5847.0,494.0,1247.0,4446.0,522.0,585.0,3110.0,1088.0,2377.0,40.0,129.0,2456.0,392.0,44,2012
Rhode Island,785383.0,109457.0,6321.0,66.0,8003.0,32159.0,1633.0,1976.0,1719.0,2149.0,294.0,1048.0,326.0,479.0,879.0,461.0,6073.0,498.0,1114.0,4287.0,666.0,522.0,3172.0,1067.0,2151.0,9.0,161.0,2920.0,390.0,44,2013
Rhode Island,786891.0,111014.0,6840.0,46.0,7324.0,31081.0,1773.0,1670.0,2019.0,2308.0,251.0,1057.0,206.0,455.0,799.0,616.0,6586.0,643.0,1235.0,4407.0,612.0,386.0,2991.0,1381.0,1779.0,19.0,238.0,3157.0,329.0,44,2014
Rhode Island,784756.0,112977.0,7185.0,32.0,7412.0,31504.0,1730.0,1704.0,1979.0,2224.0,249.0,784.0,263.0,483.0,1375.0,586.0,7081.0,740.0,1014.0,4303.0,597.0,225.0,2453.0,1588.0,1769.0,0.0,208.0,3258.0,345.0,44,2015
South Carolina,3864127.0,157206.0,540.0,122.0,2380.0,3062.0,12288.0,2676.0,3985.0,1660.0,686.0,115.0,563.0,2672.0,2501.0,873.0,7803.0,2354.0,3003.0,899.0,873.0,1022.0,1021.0,5865.0,6300.0,4.0,748.0,4559.0,1232.0,45,2009
South Carolina,3936691.0,179524.0,611.0,115.0,2470.0,2872.0,12302.0,2707.0,3683.0,1865.0,724.0,123.0,679.0,2320.0,2605.0,864.0,7891.0,2500.0,3341.0,1293.0,752.0,956.0,1083.0,5689.0,6337.0,4.0,726.0,4457.0,792.0,45,2010
South Carolina,3991256.0,184478.0,629.0,108.0,2457.0,2627.0,12673.0,2673.0,3720.0,1543.0,745.0,118.0,573.0,2737.0,2414.0,937.0,8397.0,2753.0,4043.0,1651.0,562.0,907.0,1020.0,5571.0,6400.0,10.0,780.0,4153.0,981.0,45,2011
South Carolina,4037017.0,190448.0,644.0,89.0,2782.0,3130.0,12807.0,2319.0,4003.0,1781.0,769.0,134.0,751.0,3202.0,2449.0,995.0,8035.0,2853.0,3986.0,1471.0,1002.0,1011.0,924.0,6141.0,6530.0,22.0,743.0,3988.0,780.0,45,2012
South Carolina,4081441.0,195871.0,510.0,93.0,2752.0,3456.0,12662.0,2252.0,4307.0,1700.0,713.0,112.0,762.0,4093.0,2113.0,1123.0,9812.0,2824.0,4239.0,1227.0,1097.0,909.0,833.0,5693.0,6269.0,6.0,593.0,4084.0,697.0,45,2013
South Carolina,4127298.0,196899.0,717.0,65.0,2751.0,3559.0,12230.0,2200.0,5043.0,1652.0,610.0,72.0,717.0,4477.0,2352.0,1152.0,9928.0,2594.0,4651.0,1506.0,1381.0,976.0,735.0,5689.0,6629.0,6.0,624.0,4076.0,738.0,45,2014
South Carolina,4176981.0,197358.0,998.0,69.0,2680.0,3593.0,12140.0,2065.0,5063.0,1443.0,722.0,60.0,751.0,4954.0,2604.0,1254.0,10434.0,2574.0,4614.0,1316.0,1628.0,1175.0,869.0,6095.0,6813.0,9.0,533.0,4666.0,842.0,45,2015
Vermont,557715.0,6052.0,11.0,4.0,732.0,420.0,2460.0,190.0,698.0,544.0,1321.0,26.0,66.0,43.0,201.0,231.0,1312.0,432.0,414.0,46.0,0.0,171.0,38.0,693.0,186.0,15.0,122.0,373.0,96.0,50,2009
Vermont,560326.0,6482.0,17.0,0.0,734.0,441.0,2314.0,206.0,811.0,549.0,1412.0,26.0,68.0,188.0,169.0,234.0,1443.0,291.0,439.0,59.0,0.0,146.0,62.0,1024.0,253.0,13.0,87.0,359.0,119.0,50,2010
Vermont,562399.0,6333.0,20.0,11.0,625.0,443.0,2202.0,172.0,531.0,551.0,1325.0,30.0,56.0,186.0,46.0,272.0,1530.0,287.0,452.0,69.0,0.0,122.0,64.0,1079.0,240.0,8.0,78.0,264.0,122.0,50,2011
Vermont,562546.0,6422.0,19.0,12.0,684.0,342.0,2213.0,156.0,631.0,629.0,1426.0,69.0,64.0,183.0,53.0,210.0,1520.0,332.0,585.0,13.0,0.0,128.0,132.0,1104.0,338.0,7.0,49.0,405.0,140.0,50,2012
Vermont,563632.0,6179.0,19.0,71.0,712.0,342.0,2180.0,189.0,672.0,706.0,1196.0,43.0,75.0,165.0,123.0,100.0,1467.0,288.0,436.0,4.0,0.0,142.0,188.0,1233.0,486.0,4.0,55.0,465.0,125.0,50,2013
Vermont,564348.0,6313.0,53.0,76.0,752.0,406.0,2191.0,184.0,718.0,687.0,1081.0,51.0,103.0,143.0,249.0,221.0,1360.0,277.0,333.0,3.0,0.0,134.0,157.0,1088.0,542.0,0.0,39.0,421.0,84.0,50,2014
Vermont,563951.0,6378.0,79.0,71.0,783.0,322.0,2278.0,198.0,809.0,625.0,1340.0,48.0,113.0,40.0,214.0,167.0,1452.0,311.0,536.0,3.0,0.0,148.0,181.0,928.0,458.0,0.0,82.0,668.0,78.0,50,2015
Virginia,6249294.0,424029.0,4423.0,247.0,10188.0,7995.0,27791.0,7246.0,12385.0,4163.0,3874.0,1285.0,22690.0,5383.0,18937.0,20270.0,42875.0,9784.0,52200.0,4557.0,80.0,5989.0,2445.0,40627.0,39053.0,204.0,1825.0,29410.0,1292.0,51,2009
Virginia,6299127.0,469303.0,4960.0,322.0,9934.0,7911.0,27561.0,7548.0,13122.0,4063.0,4047.0,1498.0,23234.0,5958.0,23574.0,22357.0,48231.0,9680.0,57702.0,5081.0,52.0,6280.0,2886.0,45574.0,41351.0,187.0,1962.0,30357.0,1332.0,51,2010
Virginia,6352945.0,483452.0,5211.0,322.0,10390.0,8082.0,28787.0,7287.0,13878.0,4335.0,4029.0,1569.0,23135.0,7273.0,25136.0,23122.0,47491.0,9683.0,57821.0,4599.0,74.0,6153.0,2895.0,47221.0,41544.0,154.0,1942.0,32739.0,1397.0,51,2011
Virginia,6403732.0,496145.0,5118.0,390.0,9842.0,8026.0,30124.0,7411.0,14400.0,3940.0,4010.0,1620.0,24614.0,8079.0,25451.0,24704.0,47491.0,9960.0,57334.0,5350.0,220.0,6537.0,3222.0,47612.0,43015.0,182.0,1797.0,37581.0,1358.0,51,2012
Virginia,6459988.0,506648.0,5796.0,250.0,9830.0,8439.0,31147.0,7150.0,14668.0,3514.0,4552.0,1414.0,24470.0,8670.0,25121.0,25200.0,49986.0,10160.0,56184.0,5582.0,235.0,6539.0,2551.0,47843.0,43952.0,165.0,1486.0,40139.0,1353.0,51,2013
Virginia,6508919.0,517946.0,6188.0,203.0,9881.0,8766.0,30159.0,6971.0,16378.0,3626.0,4910.0,1220.0,26076.0,9071.0,25364.0,27343.0,52749.0,9836.0,56189.0,5319.0,284.0,6811.0,2378.0,47949.0,45692.0,125.0,1437.0,42911.0,1635.0,51,2014
Virginia,6551019.0,526043.0,6177.0,119.0,9124.0,9180.0,29789.0,6383.0,16077.0,3506.0,5022.0,1212.0,27399.0,10362.0,25398.0,29066.0,55100.0,9958.0,56126.0,5424.0,314.0,7099.0,1993.0,50484.0,46746.0,127.0,1550.0,46230.0,1565.0,51,2015
West Virginia,1666101.0,17299.0,18.0,0.0,1564.0,348.0,2475.0,414.0,473.0,401.0,122.0,0.0,240.0,470.0,650.0,573.0,1733.0,991.0,642.0,21.0,0.0,345.0,0.0,770.0,1304.0,25.0,174.0,1344.0,149.0,54,2009
West Virginia,1697042.0,17860.0,0.0,0.0,1470.0,417.0,2359.0,459.0,494.0,283.0,149.0,0.0,135.0,360.0,489.0,503.0,1894.0,799.0,626.0,15.0,0.0,499.0,8.0,824.0,1149.0,42.0,140.0,1798.0,186.0,54,2010
West Virginia,1701752.0,17390.0,10.0,0.0,1606.0,585.0,2921.0,378.0,472.0,276.0,239.0,0.0,267.0,237.0,543.0,507.0,2137.0,713.0,765.0,15.0,0.0,428.0,11.0,849.0,941.0,0.0,138.0,1694.0,137.0,54,2011
West Virginia,1704803.0,17688.0,7.0,0.0,1573.0,364.0,2964.0,402.0,549.0,311.0,246.0,0.0,248.0,227.0,416.0,602.0,2418.0,613.0,1020.0,14.0,0.0,483.0,39.0,804.0,979.0,0.0,186.0,1922.0,153.0,54,2012
West Virginia,1707752.0,18308.0,8.0,0.0,1380.0,389.0,2891.0,405.0,760.0,369.0,218.0,0.0,356.0,297.0,366.0,421.0,2469.0,605.0,906.0,16.0,0.0,469.0,61.0,870.0,1087.0,11.0,179.0,1867.0,158.0,54,2013
West Virginia,1709300.0,17931.0,185.0,2.0,1324.0,420.0,3000.0,383.0,657.0,340.0,270.0,0.0,579.0,314.0,258.0,355.0,2662.0,632.0,975.0,4.0,0.0,409.0,57.0,1029.0,1229.0,11.0,141.0,1786.0,154.0,54,2014
West Virginia,1705720.0,18235.0,215.0,13.0,1257.0,354.0,3119.0,384.0,582.0,542.0,316.0,0.0,892.0,322.0,478.0,389.0,2830.0,682.0,929.0,0.0,0.0,295.0,60.0,1259.0,1167.0,14.0,150.0,1811.0,92.0,54,2015
