Name,English only,Spanish,French Creole,Yaddish,Italian,Portuguese,German,Greek,Russian,Polish,Serbo-Croatian,Armenian,Persian,Gujarati,Hindi,Urdu,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,Tagalog,Navajo,Hungarian,Arabic,Hebrew,state
Nevada,1785994.0,509313.0,431.0,435.0,5316.0,2537.0,7943.0,1940.0,4554.0,2604.0,3292.0,2321.0,4090.0,849.0,2474.0,1356.0,26781.0,5683.0,9199.0,1178.0,42.0,4986.0,1449.0,7518.0,68471.0,997.0,1691.0,5817.0,2200.0,32
New Hampshire,1149608.0,25944.0,784.0,6.0,1963.0,3402.0,3583.0,2774.0,1562.0,1242.0,1238.0,229.0,178.0,1140.0,1981.0,463.0,4476.0,715.0,1506.0,759.0,0.0,437.0,695.0,1887.0,1080.0,15.0,141.0,2227.0,432.0,33
New Jersey,5811132.0,1250143.0,43850.0,6047.0,81056.0,83381.0,28532.0,21345.0,44078.0,65613.0,9284.0,5815.0,9169.0,71997.0,62743.0,27077.0,109094.0,12408.0,76790.0,759.0,18.0,2925.0,462.0,20991.0,79828.0,0.0,6143.0,54745.0,15542.0,34
New Mexico,1222929.0,545308.0,42.0,164.0,1775.0,731.0,7600.0,403.0,1287.0,521.0,331.0,89.0,1228.0,614.0,933.0,242.0,4918.0,1972.0,1398.0,15.0,18.0,360.0,503.0,3807.0,2475.0,64013.0,364.0,1890.0,631.0,35
New York,12808501.0,2675712.0,149509.0,127059.0,199854.0,46452.0,68372.0,72857.0,222710.0,95634.0,34359.0,6672.0,26668.0,20831.0,60810.0,67104.0,510620.0,34970.0,113038.0,4679.0,163.0,8780.0,3607.0,22756.0,77674.0,90.0,12284.0,83929.0,67461.0,36
North Carolina,7955851.0,644010.0,2563.0,91.0,7480.0,6715.0,24275.0,5645.0,10101.0,3368.0,3550.0,258.0,4578.0,10042.0,11444.0,5333.0,28529.0,5915.0,15545.0,4524.0,9416.0,3332.0,4588.0,21436.0,12340.0,267.0,1187.0,16633.0,1679.0,37
North Dakota,599068.0,8524.0,47.0,0.0,214.0,105.0,9167.0,51.0,758.0,308.0,717.0,0.0,28.0,57.0,165.0,156.0,1256.0,351.0,168.0,76.0,15.0,86.0,49.0,766.0,470.0,110.0,80.0,574.0,39.0,38
Ohio,10111577.0,240062.0,2010.0,770.0,18563.0,3515.0,56274.0,10664.0,15835.0,10282.0,13358.0,572.0,3524.0,7706.0,14655.0,5389.0,39014.0,9647.0,11026.0,4427.0,509.0,2788.0,2836.0,11449.0,10981.0,44.0,7767.0,30604.0,2965.0,39
Oklahoma,3166489.0,216510.0,247.0,51.0,954.0,909.0,11276.0,791.0,1735.0,753.0,206.0,60.0,2251.0,1019.0,1938.0,1488.0,7896.0,1960.0,4231.0,382.0,3362.0,1065.0,1705.0,14846.0,3090.0,125.0,226.0,4052.0,492.0,40
Oregon,3071950.0,314426.0,424.0,68.0,2829.0,1965.0,16241.0,840.0,20492.0,1273.0,1824.0,421.0,3470.0,974.0,4754.0,775.0,25362.0,9801.0,10531.0,2870.0,891.0,2338.0,2786.0,24709.0,8372.0,324.0,1003.0,7152.0,1072.0,41
Pennsylvania,10754193.0,515191.0,12853.0,1997.0,46975.0,12442.0,53609.0,14378.0,35255.0,24729.0,8886.0,1991.0,4486.0,19607.0,21067.0,8288.0,68193.0,6398.0,28643.0,11524.0,896.0,2470.0,2793.0,35869.0,15156.0,102.0,3995.0,28310.0,6354.0,42
Rhode Island,786661.0,106657.0,6143.0,98.0,8890.0,32588.0,1606.0,1821.0,1853.0,2476.0,263.0,1220.0,324.0,490.0,842.0,456.0,5847.0,494.0,1247.0,4446.0,522.0,585.0,3110.0,1088.0,2377.0,40.0,129.0,2456.0,392.0,44
South Carolina,4037017.0,190448.0,644.0,89.0,2782.0,3130.0,12807.0,2319.0,4003.0,1781.0,769.0,134.0,751.0,3202.0,2449.0,995.0,8035.0,2853.0,3986.0,1471.0,1002.0,1011.0,924.0,6141.0,6530.0,22.0,743.0,3988.0,780.0,45
South Dakota,707097.0,15333.0,6.0,15.0,165.0,222.0,7968.0,74.0,980.0,69.0,809.0,76.0,33.0,54.0,343.0,80.0,1147.0,211.0,627.0,92.0,210.0,98.0,272.0,685.0,501.0,102.0,43.0,648.0,87.0,46
Tennessee,5557499.0,227467.0,1795.0,23.0,2490.0,2267.0,14214.0,988.0,4054.0,1252.0,2233.0,209.0,3166.0,4000.0,4819.0,1854.0,12874.0,4178.0,8768.0,1277.0,214.0,1703.0,6134.0,9691.0,5643.0,38.0,395.0,13182.0,1036.0,47
Texas,15221440.0,6848380.0,5299.0,396.0,12306.0,18099.0,72315.0,6189.0,20088.0,7862.0,8150.0,1293.0,23917.0,29937.0,57330.0,56589.0,136212.0,15872.0,56015.0,9859.0,284.0,10121.0,11330.0,186224.0,69498.0,874.0,2994.0,54254.0,5373.0,48
Utah,2145010.0,242156.0,405.0,4.0,3393.0,7218.0,9121.0,1053.0,3810.0,621.0,4173.0,703.0,1429.0,373.0,1280.0,475.0,10721.0,4652.0,4933.0,1677.0,350.0,1157.0,1542.0,5778.0,4275.0,8938.0,199.0,1965.0,241.0,49
Vermont,562546.0,6422.0,19.0,12.0,684.0,342.0,2213.0,156.0,631.0,629.0,1426.0,69.0,64.0,183.0,53.0,210.0,1520.0,332.0,585.0,13.0,0.0,128.0,132.0,1104.0,338.0,7.0,49.0,405.0,140.0,50
Virginia,6403732.0,496145.0,5118.0,390.0,9842.0,8026.0,30124.0,7411.0,14400.0,3940.0,4010.0,1620.0,24614.0,8079.0,25451.0,24704.0,47491.0,9960.0,57334.0,5350.0,220.0,6537.0,3222.0,47612.0,43015.0,182.0,1797.0,37581.0,1358.0,51
Washington,5155403.0,506701.0,729.0,214.0,6634.0,4991.0,32295.0,2877.0,53699.0,4894.0,5761.0,1226.0,8318.0,2451.0,13778.0,3206.0,81129.0,24991.0,49475.0,16024.0,2169.0,5263.0,7592.0,57525.0,54315.0,299.0,1494.0,10836.0,2241.0,53
West Virginia,1704803.0,17688.0,7.0,0.0,1573.0,364.0,2964.0,402.0,549.0,311.0,246.0,0.0,248.0,227.0,416.0,602.0,2418.0,613.0,1020.0,14.0,0.0,483.0,39.0,804.0,979.0,0.0,186.0,1922.0,153.0,54
Wisconsin,4875535.0,239386.0,187.0,242.0,5391.0,1397.0,36704.0,2664.0,6100.0,7742.0,5227.0,268.0,790.0,1429.0,4990.0,3136.0,14397.0,1835.0,4649.0,608.0,39873.0,979.0,4989.0,3126.0,4926.0,98.0,491.0,5537.0,1016.0,55
Wyoming,487764.0,25757.0,0.0,2.0,303.0,421.0,1757.0,278.0,269.0,77.0,50.0,0.0,76.0,82.0,46.0,75.0,571.0,292.0,303.0,0.0,0.0,105.0,0.0,70.0,656.0,163.0,18.0,118.0,33.0,56
Puerto Rico,165152.0,3324588.0,61.0,0.0,299.0,522.0,407.0,14.0,72.0,54.0,0.0,0.0,14.0,0.0,106.0,11.0,930.0,118.0,50.0,0.0,0.0,7.0,0.0,51.0,76.0,0.0,0.0,404.0,72.0,72
