Name,English only,Spanish,French,Yaddish,French Creole,Italian,Portuguese,German,Greek,Russian,Polish,Serbo-Croatian,Armenian,Persian,Gujarati,Hindi,Urdu,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,Tagalog,Navajo,Hungarian,Arabic,Hebrew,state
Michigan,8559468.0,285293.0,28486.0,1427.0,901.0,21113.0,3192.0,44425.0,9010.0,11631.0,30113.0,13745.0,2853.0,3185.0,8527.0,13474.0,9664.0,35168.0,13921.0,15239.0,1422.0,5541.0,1721.0,2717.0,14709.0,13789.0,88.0,3136.0,100060.0,2615.0,26
Minnesota,4367990.0,168370.0,14479.0,302.0,452.0,2300.0,2121.0,26271.0,1128.0,13635.0,3632.0,3805.0,147.0,1639.0,1295.0,6180.0,2483.0,15915.0,3354.0,5641.0,6111.0,46398.0,1521.0,9353.0,18233.0,5549.0,24.0,630.0,7921.0,1612.0,27
Missouri,5194805.0,143179.0,14855.0,263.0,636.0,4848.0,1974.0,23139.0,1801.0,7210.0,2378.0,13726.0,209.0,2204.0,1342.0,3611.0,2629.0,13630.0,2708.0,7374.0,835.0,707.0,1775.0,404.0,13121.0,6000.0,170.0,838.0,6934.0,871.0,29
Mississippi,2608866.0,56121.0,5506.0,0.0,198.0,965.0,275.0,3253.0,346.0,627.0,209.0,166.0,0.0,271.0,893.0,1148.0,709.0,3774.0,1438.0,1386.0,105.0,0.0,270.0,128.0,4928.0,2387.0,0.0,91.0,2150.0,58.0,28
Montana,855145.0,13063.0,2321.0,0.0,0.0,618.0,239.0,8310.0,262.0,504.0,306.0,167.0,12.0,0.0,22.0,77.0,29.0,869.0,606.0,525.0,0.0,193.0,132.0,0.0,390.0,684.0,210.0,94.0,500.0,144.0,30
North Carolina,7602910.0,533028.0,27531.0,142.0,2336.0,6948.0,5454.0,22648.0,6025.0,9002.0,3213.0,3340.0,313.0,3251.0,8175.0,9519.0,5583.0,22244.0,6268.0,12778.0,4264.0,8476.0,2416.0,4554.0,16659.0,10408.0,215.0,962.0,15026.0,1762.0,37
North Dakota,566444.0,8886.0,1300.0,7.0,83.0,112.0,86.0,9841.0,24.0,454.0,314.0,954.0,0.0,92.0,0.0,170.0,143.0,1104.0,222.0,194.0,91.0,0.0,43.0,21.0,425.0,469.0,8.0,23.0,428.0,39.0,38
Nebraska,1491234.0,100047.0,4030.0,12.0,117.0,943.0,538.0,6233.0,290.0,987.0,1011.0,907.0,40.0,438.0,267.0,920.0,340.0,3597.0,1131.0,980.0,353.0,0.0,456.0,833.0,6224.0,1664.0,27.0,87.0,2969.0,135.0,31
New Hampshire,1138930.0,26750.0,28742.0,15.0,367.0,2123.0,4511.0,3817.0,2599.0,1531.0,1425.0,1668.0,218.0,224.0,1028.0,1848.0,137.0,4557.0,585.0,1056.0,641.0,0.0,475.0,343.0,1312.0,969.0,15.0,241.0,1684.0,514.0,33
New Jersey,5857324.0,1118566.0,38241.0,6403.0,39544.0,87790.0,88676.0,31047.0,22833.0,45915.0,64709.0,10386.0,6189.0,7444.0,60699.0,51245.0,22941.0,97974.0,11631.0,69977.0,870.0,18.0,2497.0,436.0,16656.0,76708.0,5.0,7271.0,49647.0,16647.0,34
New Mexico,1166804.0,514152.0,3965.0,118.0,63.0,1430.0,689.0,7329.0,608.0,1022.0,771.0,202.0,67.0,992.0,375.0,585.0,246.0,4579.0,1448.0,1402.0,41.0,16.0,696.0,400.0,3405.0,2125.0,63208.0,386.0,1057.0,500.0,35
Nevada,1705003.0,459432.0,6483.0,283.0,265.0,6427.0,2196.0,9077.0,2022.0,3597.0,2493.0,3935.0,2463.0,3997.0,703.0,1968.0,800.0,19706.0,6306.0,8185.0,775.0,81.0,4351.0,1710.0,5354.0,53347.0,1150.0,1641.0,4458.0,1985.0,32
New York,13009868.0,2540604.0,144936.0,125780.0,134946.0,232810.0,46018.0,72488.0,79759.0,231957.0,101626.0,34604.0,7215.0,26212.0,19655.0,50707.0,57206.0,451926.0,33671.0,106740.0,3480.0,152.0,6443.0,2412.0,23381.0,72918.0,66.0,14359.0,75504.0,69971.0,36
Ohio,10111373.0,226766.0,29799.0,935.0,2077.0,20454.0,3207.0,57337.0,11908.0,15223.0,12330.0,13468.0,435.0,3095.0,6621.0,11034.0,4971.0,31938.0,8992.0,9784.0,4812.0,645.0,2472.0,2399.0,10504.0,9598.0,110.0,8400.0,25780.0,3197.0,39
Oklahoma,3068856.0,184973.0,5116.0,57.0,189.0,1368.0,1305.0,10585.0,552.0,2114.0,348.0,141.0,59.0,1766.0,1060.0,1592.0,1596.0,6903.0,2007.0,3718.0,312.0,2299.0,991.0,1552.0,12905.0,3559.0,243.0,221.0,3877.0,491.0,40
Oregon,3000413.0,291430.0,11528.0,130.0,421.0,3231.0,1638.0,17555.0,900.0,20290.0,1298.0,1392.0,294.0,3297.0,677.0,3952.0,565.0,21044.0,10294.0,11500.0,2204.0,1649.0,2224.0,2598.0,21015.0,7032.0,457.0,913.0,5879.0,1198.0,41
Pennsylvania,10669840.0,448902.0,41568.0,2095.0,11107.0,52684.0,12950.0,57776.0,15284.0,34638.0,27157.0,8531.0,1968.0,3800.0,15435.0,16193.0,7679.0,57719.0,7041.0,27118.0,8790.0,525.0,1931.0,1950.0,30946.0,12038.0,25.0,4550.0,22966.0,6946.0,42
Puerto Rico,172033.0,3518267.0,1268.0,34.0,117.0,434.0,605.0,356.0,21.0,72.0,93.0,0.0,0.0,15.0,0.0,122.0,10.0,664.0,54.0,37.0,0.0,0.0,7.0,0.0,6.0,39.0,0.0,0.0,237.0,0.0,72
Rhode Island,792382.0,99683.0,14333.0,65.0,5243.0,9697.0,33923.0,1921.0,1671.0,2150.0,2431.0,71.0,1609.0,183.0,379.0,818.0,413.0,4474.0,615.0,1420.0,4302.0,986.0,380.0,3131.0,927.0,1960.0,29.0,86.0,1735.0,402.0,44
South Carolina,3864127.0,157206.0,12414.0,122.0,540.0,2380.0,3062.0,12288.0,2676.0,3985.0,1660.0,686.0,115.0,563.0,2672.0,2501.0,873.0,7803.0,2354.0,3003.0,899.0,873.0,1022.0,1021.0,5865.0,6300.0,4.0,748.0,4559.0,1232.0,45
South Dakota,692700.0,14324.0,794.0,9.0,0.0,150.0,107.0,9857.0,81.0,929.0,62.0,923.0,19.0,25.0,0.0,260.0,22.0,689.0,358.0,331.0,18.0,186.0,121.0,122.0,1102.0,900.0,90.0,55.0,479.0,30.0,46
Tennessee,5407573.0,189804.0,12787.0,89.0,1087.0,2597.0,2034.0,14179.0,823.0,4455.0,1472.0,2325.0,225.0,3061.0,3991.0,4560.0,1379.0,12027.0,4370.0,8071.0,1886.0,503.0,1642.0,6320.0,7216.0,5113.0,50.0,546.0,12216.0,802.0,47
Texas,14487789.0,6306542.0,60046.0,571.0,4054.0,12436.0,14926.0,70770.0,6727.0,16442.0,8614.0,7579.0,1246.0,22459.0,24865.0,43122.0,47002.0,118296.0,14771.0,47869.0,9341.0,551.0,10110.0,12054.0,154406.0,58100.0,656.0,2030.0,45946.0,5236.0,48
Utah,2062578.0,214238.0,7356.0,17.0,250.0,3244.0,7706.0,10480.0,1289.0,4140.0,777.0,3615.0,602.0,1436.0,163.0,1254.0,673.0,10073.0,4611.0,3976.0,1850.0,233.0,1151.0,1829.0,5872.0,3819.0,9901.0,338.0,1482.0,142.0,49
Virginia,6249294.0,424029.0,35026.0,247.0,4423.0,10188.0,7995.0,27791.0,7246.0,12385.0,4163.0,3874.0,1285.0,22690.0,5383.0,18937.0,20270.0,42875.0,9784.0,52200.0,4557.0,80.0,5989.0,2445.0,40627.0,39053.0,204.0,1825.0,29410.0,1292.0,51
Vermont,557715.0,6052.0,10010.0,4.0,11.0,732.0,420.0,2460.0,190.0,698.0,544.0,1321.0,26.0,66.0,43.0,201.0,231.0,1312.0,432.0,414.0,46.0,0.0,171.0,38.0,693.0,186.0,15.0,122.0,373.0,96.0,50
Washington,5037218.0,432663.0,21937.0,195.0,657.0,6034.0,4945.0,34033.0,2748.0,48278.0,4997.0,5092.0,932.0,6669.0,1667.0,11996.0,2732.0,67841.0,23793.0,47055.0,12071.0,2074.0,4441.0,7918.0,50280.0,49288.0,276.0,1464.0,7280.0,2347.0,53
Wisconsin,4814711.0,220307.0,12434.0,258.0,387.0,5938.0,1183.0,38242.0,2771.0,6157.0,9321.0,5166.0,251.0,806.0,1555.0,4185.0,2271.0,11789.0,2211.0,4411.0,668.0,35277.0,1425.0,4448.0,2996.0,4290.0,41.0,553.0,4690.0,842.0,55
West Virginia,1666101.0,17299.0,3117.0,0.0,18.0,1564.0,348.0,2475.0,414.0,473.0,401.0,122.0,0.0,240.0,470.0,650.0,573.0,1733.0,991.0,642.0,21.0,0.0,345.0,0.0,770.0,1304.0,25.0,174.0,1344.0,149.0,54
Wyoming,456701.0,20826.0,1481.0,2.0,0.0,300.0,128.0,1915.0,441.0,411.0,96.0,64.0,24.0,97.0,72.0,54.0,105.0,536.0,324.0,172.0,0.0,0.0,28.0,0.0,62.0,398.0,42.0,27.0,119.0,29.0,56
