Name,English only,Spanish,French,Yaddish,French Creole,Italian,Portuguese,German,Greek,Russian,Polish,Serbo-Croatian,Armenian,Persian,Gujarati,Hindi,Urdu,Chinese,Japanese,Korean,Mon-Khmer,Hmong,Thai,Laotian,Vietnamese,Tagalog,Navajo,Hungarian,Arabic,Hebrew,state,Year
South Dakota,723464.0,16722.0,960.0,17.0,8.0,258.0,180.0,6697.0,31.0,900.0,88.0,643.0,62.0,4.0,104.0,290.0,65.0,1545.0,229.0,588.0,189.0,34.0,176.0,171.0,609.0,664.0,129.0,44.0,687.0,38.0,46,2014
South Dakota,732355.0,16757.0,928.0,19.0,9.0,302.0,144.0,5533.0,33.0,781.0,89.0,741.0,22.0,20.0,97.0,220.0,251.0,1412.0,208.0,530.0,152.0,27.0,180.0,204.0,485.0,876.0,125.0,132.0,713.0,30.0,46,2015
Tennessee,5407573.0,189804.0,12787.0,89.0,1087.0,2597.0,2034.0,14179.0,823.0,4455.0,1472.0,2325.0,225.0,3061.0,3991.0,4560.0,1379.0,12027.0,4370.0,8071.0,1886.0,503.0,1642.0,6320.0,7216.0,5113.0,50.0,546.0,12216.0,802.0,47,2009
Tennessee,5469277.0,212404.0,12442.0,67.0,1017.0,2432.0,1812.0,13922.0,972.0,4147.0,1482.0,2722.0,169.0,2500.0,3785.0,4290.0,1650.0,12731.0,4319.0,8291.0,1762.0,361.0,1760.0,6627.0,7831.0,5439.0,32.0,409.0,11760.0,998.0,47,2010
Tennessee,5514129.0,222601.0,12643.0,36.0,1241.0,2620.0,2323.0,14247.0,901.0,4228.0,1183.0,2630.0,161.0,2776.0,4337.0,4692.0,1745.0,12631.0,4194.0,8442.0,1839.0,191.0,1818.0,6313.0,8924.0,5567.0,38.0,378.0,12037.0,840.0,47,2011
Tennessee,5557499.0,227467.0,12991.0,23.0,1795.0,2490.0,2267.0,14214.0,988.0,4054.0,1252.0,2233.0,209.0,3166.0,4000.0,4819.0,1854.0,12874.0,4178.0,8768.0,1277.0,214.0,1703.0,6134.0,9691.0,5643.0,38.0,395.0,13182.0,1036.0,47,2012
Tennessee,5601411.0,232394.0,11974.0,45.0,1710.0,2482.0,2317.0,13920.0,898.0,4004.0,1294.0,2490.0,250.0,2935.0,4454.0,5122.0,1712.0,13150.0,3845.0,8831.0,1364.0,208.0,1445.0,5544.0,10539.0,5921.0,32.0,512.0,16535.0,1042.0,47,2013
Tennessee,5640659.0,238187.0,11954.0,53.0,1575.0,2748.0,2520.0,13747.0,892.0,4215.0,1100.0,2071.0,294.0,3274.0,4584.0,5533.0,2248.0,13212.0,4148.0,8177.0,1629.0,344.0,1205.0,5484.0,10402.0,6507.0,24.0,539.0,18451.0,854.0,47,2014
Tennessee,5679463.0,241451.0,12322.0,77.0,1728.0,2643.0,2405.0,13446.0,833.0,4099.0,1067.0,1498.0,289.0,3113.0,4724.0,5992.0,2183.0,13494.0,3920.0,8300.0,1772.0,195.0,1429.0,6230.0,10669.0,6675.0,47.0,578.0,20840.0,737.0,47,2015
Wisconsin,4814711.0,220307.0,12434.0,258.0,387.0,5938.0,1183.0,38242.0,2771.0,6157.0,9321.0,5166.0,251.0,806.0,1555.0,4185.0,2271.0,11789.0,2211.0,4411.0,668.0,35277.0,1425.0,4448.0,2996.0,4290.0,41.0,553.0,4690.0,842.0,55,2009
Wisconsin,4838913.0,234062.0,12437.0,268.0,322.0,5561.0,1283.0,37092.0,2949.0,6402.0,8906.0,5170.0,216.0,903.0,1505.0,4356.0,2664.0,12260.0,2023.0,4737.0,818.0,37822.0,1251.0,5231.0,2943.0,4407.0,43.0,513.0,4876.0,776.0,55,2010
Wisconsin,4857740.0,237179.0,12244.0,264.0,263.0,5665.0,1211.0,37306.0,2957.0,6147.0,8108.0,5084.0,220.0,935.0,1670.0,4529.0,2972.0,13524.0,1850.0,4736.0,867.0,38762.0,1109.0,5105.0,2941.0,4817.0,96.0,503.0,5467.0,794.0,55,2011
Wisconsin,4875535.0,239386.0,12196.0,242.0,187.0,5391.0,1397.0,36704.0,2664.0,6100.0,7742.0,5227.0,268.0,790.0,1429.0,4990.0,3136.0,14397.0,1835.0,4649.0,608.0,39873.0,979.0,4989.0,3126.0,4926.0,98.0,491.0,5537.0,1016.0,55,2012
Wisconsin,4893195.0,243560.0,12509.0,178.0,254.0,4940.0,1347.0,36443.0,2372.0,5758.0,6894.0,4915.0,257.0,870.0,1521.0,4831.0,3188.0,14822.0,1937.0,4467.0,822.0,40985.0,859.0,4733.0,3688.0,4866.0,113.0,544.0,6324.0,1077.0,55,2013
Wisconsin,4913456.0,244599.0,10838.0,226.0,214.0,4457.0,1606.0,36392.0,2185.0,5407.0,6661.0,5069.0,328.0,869.0,1194.0,5642.0,3569.0,15191.0,2077.0,4256.0,925.0,42865.0,1000.0,3478.0,4050.0,4858.0,95.0,582.0,6913.0,905.0,55,2014
Wisconsin,4929161.0,246853.0,10425.0,200.0,224.0,4230.0,1716.0,35053.0,2036.0,5169.0,6420.0,4628.0,347.0,1022.0,1225.0,5844.0,3740.0,15684.0,2294.0,4329.0,899.0,44895.0,1035.0,2740.0,4166.0,5073.0,78.0,610.0,6974.0,836.0,55,2015
